School,County,SupervisoryUnion,OperatingDistrict,Grade,Enrollment,year
South Burlington SD,Chittenden County,South Burlington SD,South Burlington SD,PKEEE,140,2009
J F Kennedy Elementary School,Chittenden County,Winooski SD,Winooski ID,PKEEE,68,2009
J F Kennedy Elementary School,Chittenden County,Winooski SD,Winooski ID,KFull,71,2009
J F Kennedy Elementary School,Chittenden County,Winooski SD,Winooski ID,Grade01,59,2009
J F Kennedy Elementary School,Chittenden County,Winooski SD,Winooski ID,Grade02,53,2009
J F Kennedy Elementary School,Chittenden County,Winooski SD,Winooski ID,Grade03,56,2009
J F Kennedy Elementary School,Chittenden County,Winooski SD,Winooski ID,Grade04,44,2009
J F Kennedy Elementary School,Chittenden County,Winooski SD,Winooski ID,Grade05,58,2009
Winooski High School,Chittenden County,Winooski SD,Winooski ID,Grade09,56,2009
Winooski High School,Chittenden County,Winooski SD,Winooski ID,Grade10,67,2009
Winooski High School,Chittenden County,Winooski SD,Winooski ID,Grade11,58,2009
Winooski High School,Chittenden County,Winooski SD,Winooski ID,Grade12,43,2009
Winooski High School,Chittenden County,Winooski SD,Winooski ID,AW,18,2009
Winooski Middle School,Chittenden County,Winooski SD,Winooski ID,Grade06,55,2009
Winooski Middle School,Chittenden County,Winooski SD,Winooski ID,Grade07,45,2009
Winooski Middle School,Chittenden County,Winooski SD,Winooski ID,Grade08,62,2009
East Haven School,Essex County,Caledonia North SU,East Haven,Grade02,3,2009
East Haven School,Essex County,Caledonia North SU,East Haven,Grade03,3,2009
East Haven School,Essex County,Caledonia North SU,East Haven,Grade04,5,2009
East Haven School,Essex County,Caledonia North SU,East Haven,Grade05,3,2009
East Haven School,Essex County,Caledonia North SU,East Haven,Grade06,4,2009
East Haven School,Essex County,Caledonia North SU,East Haven,Grade07,4,2009
Concord School,Essex County,Essex Caledonia SU,Concord,PKEEE,8,2009
Concord School,Essex County,Essex Caledonia SU,Concord,KFull,19,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade01,17,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade02,18,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade03,14,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade04,14,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade05,21,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade06,23,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade07,11,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade08,13,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade09,15,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade10,13,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade11,26,2009
Concord School,Essex County,Essex Caledonia SU,Concord,Grade12,14,2009
Guildhall Elementary School,Essex County,Essex Caledonia SU,Guildhall,KFull,2,2009
Guildhall Elementary School,Essex County,Essex Caledonia SU,Guildhall,Grade01,3,2009
Guildhall Elementary School,Essex County,Essex Caledonia SU,Guildhall,Grade02,5,2009
Guildhall Elementary School,Essex County,Essex Caledonia SU,Guildhall,Grade03,2,2009
Guildhall Elementary School,Essex County,Essex Caledonia SU,Guildhall,Grade04,3,2009
Guildhall Elementary School,Essex County,Essex Caledonia SU,Guildhall,Grade05,3,2009
Guildhall Elementary School,Essex County,Essex Caledonia SU,Guildhall,Grade06,1,2009
Lunenburg Schools,Essex County,Essex Caledonia SU,Lunenburg,PKEEE,21,2009
Lunenburg Schools,Essex County,Essex Caledonia SU,Lunenburg,KPart,11,2009
Lunenburg Schools,Essex County,Essex Caledonia SU,Lunenburg,Grade01,5,2009
Lunenburg Schools,Essex County,Essex Caledonia SU,Lunenburg,Grade02,15,2009
Lunenburg Schools,Essex County,Essex Caledonia SU,Lunenburg,Grade03,13,2009
Lunenburg Schools,Essex County,Essex Caledonia SU,Lunenburg,Grade04,15,2009
Lunenburg Schools,Essex County,Essex Caledonia SU,Lunenburg,Grade05,17,2009
Lunenburg Schools,Essex County,Essex Caledonia SU,Lunenburg,Grade06,16,2009
Lunenburg Schools,Essex County,Essex Caledonia SU,Lunenburg,Grade07,11,2009
Lunenburg Schools,Essex County,Essex Caledonia SU,Lunenburg,Grade08,14,2009
Canaan Schools,Essex County,Essex North SU,Canaan,KPart,10,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade01,13,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade02,15,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade03,8,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade04,16,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade05,15,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade06,14,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade07,16,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade08,13,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade09,33,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade10,24,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade11,18,2009
Canaan Schools,Essex County,Essex North SU,Canaan,Grade12,27,2009
Canaan Schools,Essex County,Essex North SU,Canaan,AW,1,2009
Essex North SU,Essex County,Essex North SU,Essex North SU,PKEEE,20,2009
Brighton Elementary School,Essex County,North Country SU,Brighton,PKEEE,15,2009
Brighton Elementary School,Essex County,North Country SU,Brighton,KPart,8,2009
Brighton Elementary School,Essex County,North Country SU,Brighton,Grade01,6,2009
Brighton Elementary School,Essex County,North Country SU,Brighton,Grade02,9,2009
Brighton Elementary School,Essex County,North Country SU,Brighton,Grade03,17,2009
Brighton Elementary School,Essex County,North Country SU,Brighton,Grade04,11,2009
Brighton Elementary School,Essex County,North Country SU,Brighton,Grade05,11,2009
Brighton Elementary School,Essex County,North Country SU,Brighton,Grade06,12,2009
Brighton Elementary School,Essex County,North Country SU,Brighton,Grade07,11,2009
Brighton Elementary School,Essex County,North Country SU,Brighton,Grade08,8,2009
Bellows Free Academy (St Alban,Franklin County,Franklin Central SU,Bellows Free Academy UHSD #48,Grade09,286,2009
Bellows Free Academy (St Alban,Franklin County,Franklin Central SU,Bellows Free Academy UHSD #48,Grade10,283,2009
Bellows Free Academy (St Alban,Franklin County,Franklin Central SU,Bellows Free Academy UHSD #48,Grade11,266,2009
Bellows Free Academy (St Alban,Franklin County,Franklin Central SU,Bellows Free Academy UHSD #48,Grade12,283,2009
Bellows Free Academy (St Alban,Franklin County,Franklin Central SU,Bellows Free Academy UHSD #48,AW,7,2009
Fairfield Center School,Franklin County,Franklin Central SU,Fairfield,KFull,14,2009
Fairfield Center School,Franklin County,Franklin Central SU,Fairfield,Grade01,20,2009
Fairfield Center School,Franklin County,Franklin Central SU,Fairfield,Grade02,27,2009
Fairfield Center School,Franklin County,Franklin Central SU,Fairfield,Grade03,31,2009
Fairfield Center School,Franklin County,Franklin Central SU,Fairfield,Grade04,30,2009
Fairfield Center School,Franklin County,Franklin Central SU,Fairfield,Grade05,18,2009
Fairfield Center School,Franklin County,Franklin Central SU,Fairfield,Grade06,31,2009
Fairfield Center School,Franklin County,Franklin Central SU,Fairfield,Grade07,30,2009
Fairfield Center School,Franklin County,Franklin Central SU,Fairfield,Grade08,37,2009
Franklin Central SU,Franklin County,Franklin Central SU,Franklin Central SU,PKEEE,144,2009
St Albans City School,Franklin County,Franklin Central SU,St Albans City,KFull,72,2009
St Albans City School,Franklin County,Franklin Central SU,St Albans City,Grade01,73,2009
St Albans City School,Franklin County,Franklin Central SU,St Albans City,Grade02,72,2009
St Albans City School,Franklin County,Franklin Central SU,St Albans City,Grade03,71,2009
St Albans City School,Franklin County,Franklin Central SU,St Albans City,Grade04,90,2009
St Albans City School,Franklin County,Franklin Central SU,St Albans City,Grade05,83,2009
St Albans City School,Franklin County,Franklin Central SU,St Albans City,Grade06,69,2009
St Albans City School,Franklin County,Franklin Central SU,St Albans City,Grade07,95,2009
St Albans City School,Franklin County,Franklin Central SU,St Albans City,Grade08,81,2009
St Albans Town Education Cente,Franklin County,Franklin Central SU,St Albans Town,KFull,67,2009
St Albans Town Education Cente,Franklin County,Franklin Central SU,St Albans Town,Grade01,87,2009
St Albans Town Education Cente,Franklin County,Franklin Central SU,St Albans Town,Grade02,75,2009
St Albans Town Education Cente,Franklin County,Franklin Central SU,St Albans Town,Grade03,68,2009
St Albans Town Education Cente,Franklin County,Franklin Central SU,St Albans Town,Grade04,79,2009
St Albans Town Education Cente,Franklin County,Franklin Central SU,St Albans Town,Grade05,88,2009
St Albans Town Education Cente,Franklin County,Franklin Central SU,St Albans Town,Grade06,79,2009
St Albans Town Education Cente,Franklin County,Franklin Central SU,St Albans Town,Grade07,83,2009
St Albans Town Education Cente,Franklin County,Franklin Central SU,St Albans Town,Grade08,81,2009
Bakersfield School,Franklin County,Franklin Northeast SU,Bakersfield,KFull,19,2009
Bakersfield School,Franklin County,Franklin Northeast SU,Bakersfield,Grade01,21,2009
Bakersfield School,Franklin County,Franklin Northeast SU,Bakersfield,Grade02,18,2009
Bakersfield School,Franklin County,Franklin Northeast SU,Bakersfield,Grade03,16,2009
Bakersfield School,Franklin County,Franklin Northeast SU,Bakersfield,Grade04,17,2009
Bakersfield School,Franklin County,Franklin Northeast SU,Bakersfield,Grade05,13,2009
Bakersfield School,Franklin County,Franklin Northeast SU,Bakersfield,Grade06,19,2009
Bakersfield School,Franklin County,Franklin Northeast SU,Bakersfield,Grade07,18,2009
Bakersfield School,Franklin County,Franklin Northeast SU,Bakersfield,Grade08,22,2009
Berkshire Elementary School,Franklin County,Franklin Northeast SU,Berkshire,KPart,15,2009
Berkshire Elementary School,Franklin County,Franklin Northeast SU,Berkshire,Grade01,16,2009
Berkshire Elementary School,Franklin County,Franklin Northeast SU,Berkshire,Grade02,19,2009
Berkshire Elementary School,Franklin County,Franklin Northeast SU,Berkshire,Grade03,19,2009
Berkshire Elementary School,Franklin County,Franklin Northeast SU,Berkshire,Grade04,18,2009
Berkshire Elementary School,Franklin County,Franklin Northeast SU,Berkshire,Grade05,17,2009
Berkshire Elementary School,Franklin County,Franklin Northeast SU,Berkshire,Grade06,15,2009
Berkshire Elementary School,Franklin County,Franklin Northeast SU,Berkshire,Grade07,26,2009
Berkshire Elementary School,Franklin County,Franklin Northeast SU,Berkshire,Grade08,18,2009
Enosburg Falls Elementary Scho,Franklin County,Franklin Northeast SU,Enosburgh,KFull,42,2009
Enosburg Falls Elementary Scho,Franklin County,Franklin Northeast SU,Enosburgh,Grade01,46,2009
Enosburg Falls Elementary Scho,Franklin County,Franklin Northeast SU,Enosburgh,Grade02,31,2009
Enosburg Falls Elementary Scho,Franklin County,Franklin Northeast SU,Enosburgh,Grade03,38,2009
Enosburg Falls Elementary Scho,Franklin County,Franklin Northeast SU,Enosburgh,Grade04,33,2009
Enosburg Falls Elementary Scho,Franklin County,Franklin Northeast SU,Enosburgh,Grade05,41,2009
Enosburg Falls Junior/Senior H,Franklin County,Franklin Northeast SU,Enosburgh,Grade06,41,2009
Enosburg Falls Junior/Senior H,Franklin County,Franklin Northeast SU,Enosburgh,Grade07,29,2009
Enosburg Falls Junior/Senior H,Franklin County,Franklin Northeast SU,Enosburgh,Grade08,47,2009
Enosburg Falls Junior/Senior H,Franklin County,Franklin Northeast SU,Enosburgh,Grade09,87,2009
Enosburg Falls Junior/Senior H,Franklin County,Franklin Northeast SU,Enosburgh,Grade10,80,2009
Enosburg Falls Junior/Senior H,Franklin County,Franklin Northeast SU,Enosburgh,Grade11,97,2009
Enosburg Falls Junior/Senior H,Franklin County,Franklin Northeast SU,Enosburgh,Grade12,93,2009
Franklin Northeast SU,Franklin County,Franklin Northeast SU,Franklin Northeast SU,PKEEE,99,2009
Montgomery Center School,Franklin County,Franklin Northeast SU,Montgomery,KFull,4,2009
Montgomery Center School,Franklin County,Franklin Northeast SU,Montgomery,Grade01,16,2009
Montgomery Center School,Franklin County,Franklin Northeast SU,Montgomery,Grade02,8,2009
Montgomery Center School,Franklin County,Franklin Northeast SU,Montgomery,Grade03,17,2009
Montgomery Center School,Franklin County,Franklin Northeast SU,Montgomery,Grade04,13,2009
Montgomery Center School,Franklin County,Franklin Northeast SU,Montgomery,Grade05,17,2009
Montgomery Center School,Franklin County,Franklin Northeast SU,Montgomery,Grade06,15,2009
Montgomery Center School,Franklin County,Franklin Northeast SU,Montgomery,Grade07,19,2009
Montgomery Center School,Franklin County,Franklin Northeast SU,Montgomery,Grade08,14,2009
Richford Elementary School,Franklin County,Franklin Northeast SU,Richford,KPart,21,2009
Richford Elementary School,Franklin County,Franklin Northeast SU,Richford,Grade01,27,2009
Richford Elementary School,Franklin County,Franklin Northeast SU,Richford,Grade02,35,2009
Richford Elementary School,Franklin County,Franklin Northeast SU,Richford,Grade03,33,2009
Richford Elementary School,Franklin County,Franklin Northeast SU,Richford,Grade04,33,2009
Richford Elementary School,Franklin County,Franklin Northeast SU,Richford,Grade05,24,2009
Richford Elementary School,Franklin County,Franklin Northeast SU,Richford,Grade06,30,2009
Richford Junior/Senior High Sc,Franklin County,Franklin Northeast SU,Richford,Grade07,36,2009
Richford Junior/Senior High Sc,Franklin County,Franklin Northeast SU,Richford,Grade08,37,2009
Richford Junior/Senior High Sc,Franklin County,Franklin Northeast SU,Richford,Grade09,49,2009
Richford Junior/Senior High Sc,Franklin County,Franklin Northeast SU,Richford,Grade10,42,2009
Richford Junior/Senior High Sc,Franklin County,Franklin Northeast SU,Richford,Grade11,55,2009
Richford Junior/Senior High Sc,Franklin County,Franklin Northeast SU,Richford,Grade12,38,2009
Franklin Central School,Franklin County,Franklin Northwest SU,Franklin,KFull,18,2009
Franklin Central School,Franklin County,Franklin Northwest SU,Franklin,Grade01,17,2009
Franklin Central School,Franklin County,Franklin Northwest SU,Franklin,Grade02,14,2009
Franklin Central School,Franklin County,Franklin Northwest SU,Franklin,Grade03,15,2009
Franklin Central School,Franklin County,Franklin Northwest SU,Franklin,Grade04,26,2009
Franklin Central School,Franklin County,Franklin Northwest SU,Franklin,Grade05,14,2009
Franklin Central School,Franklin County,Franklin Northwest SU,Franklin,Grade06,21,2009
Franklin Northwest SU,Franklin County,Franklin Northwest SU,Franklin Northwest SU,PKEEE,109,2009
Highgate Schools,Franklin County,Franklin Northwest SU,Highgate,KPart,31,2009
Highgate Schools,Franklin County,Franklin Northwest SU,Highgate,Grade01,42,2009
Highgate Schools,Franklin County,Franklin Northwest SU,Highgate,Grade02,48,2009
Highgate Schools,Franklin County,Franklin Northwest SU,Highgate,Grade03,37,2009
Highgate Schools,Franklin County,Franklin Northwest SU,Highgate,Grade04,46,2009
Highgate Schools,Franklin County,Franklin Northwest SU,Highgate,Grade05,53,2009
Highgate Schools,Franklin County,Franklin Northwest SU,Highgate,Grade06,51,2009
Missisquoi Valley UHSD #7 (Sch,Franklin County,Franklin Northwest SU,Missisquoi Valley UHSD #7 (Dis,Grade07,157,2009
Missisquoi Valley UHSD #7 (Sch,Franklin County,Franklin Northwest SU,Missisquoi Valley UHSD #7 (Dis,Grade08,169,2009
Missisquoi Valley UHSD #7 (Sch,Franklin County,Franklin Northwest SU,Missisquoi Valley UHSD #7 (Dis,Grade09,165,2009
Missisquoi Valley UHSD #7 (Sch,Franklin County,Franklin Northwest SU,Missisquoi Valley UHSD #7 (Dis,Grade10,181,2009
Missisquoi Valley UHSD #7 (Sch,Franklin County,Franklin Northwest SU,Missisquoi Valley UHSD #7 (Dis,Grade11,165,2009
